Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API,,,2018-10-24 18:10:53,2018-10-24 18:10:57,"3,924s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,688s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,111s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,059s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,012s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,032s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,012s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,031s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,014s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,022s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:54,2018-10-24 18:10:54,"0,008s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:54,2018-10-24 18:10:55,"0,022s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,007s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,044s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,018s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,048s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,019s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,025s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:10:55,2018-10-24 18:10:55,"0,005s",FAILED
,,,,,,
