Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke,Chrome 70.0.3538.67,,2018-10-22 09:21:04,2018-10-22 09:21:35,"30,533s",PASSED
,,,,,,
Test Cases/Logins test,Chrome 70.0.3538.67,,2018-10-22 09:21:05,2018-10-22 09:21:17,"12,046s",PASSED
openBrowser,Chrome 70.0.3538.67,,2018-10-22 09:21:05,2018-10-22 09:21:12,"6,424s",PASSED
maximizeWindow,Chrome 70.0.3538.67,,2018-10-22 09:21:12,2018-10-22 09:21:12,"0,268s",PASSED
setText,Chrome 70.0.3538.67,,2018-10-22 09:21:12,2018-10-22 09:21:14,"1,935s",PASSED
setText,Chrome 70.0.3538.67,,2018-10-22 09:21:14,2018-10-22 09:21:14,"0,519s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:14,2018-10-22 09:21:15,"0,407s",PASSED
verifyElementVisible,Chrome 70.0.3538.67,,2018-10-22 09:21:15,2018-10-22 09:21:17,"1,848s",PASSED
closeBrowser,Chrome 70.0.3538.67,,2018-10-22 09:21:17,2018-10-22 09:21:17,"0,228s",PASSED
,,,,,,
Test Cases/Logins test,Chrome 70.0.3538.67,,2018-10-22 09:21:17,2018-10-22 09:21:24,"6,971s",PASSED
openBrowser,Chrome 70.0.3538.67,,2018-10-22 09:21:17,2018-10-22 09:21:20,"3,442s",PASSED
maximizeWindow,Chrome 70.0.3538.67,,2018-10-22 09:21:20,2018-10-22 09:21:20,"0,242s",PASSED
setText,Chrome 70.0.3538.67,,2018-10-22 09:21:20,2018-10-22 09:21:22,"1,355s",PASSED
setText,Chrome 70.0.3538.67,,2018-10-22 09:21:22,2018-10-22 09:21:22,"0,318s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:22,2018-10-22 09:21:22,"0,147s",PASSED
verifyElementVisible,Chrome 70.0.3538.67,,2018-10-22 09:21:22,2018-10-22 09:21:24,"1,232s",PASSED
closeBrowser,Chrome 70.0.3538.67,,2018-10-22 09:21:24,2018-10-22 09:21:24,"0,214s",PASSED
,,,,,,
Test Cases/Payments/Create new sundry account,Chrome 70.0.3538.67,,2018-10-22 09:21:24,2018-10-22 09:21:34,"10,696s",PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-22 09:21:24,2018-10-22 09:21:31,"6,754s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:31,2018-10-22 09:21:31,"0,121s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:31,2018-10-22 09:21:31,"0,274s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:31,2018-10-22 09:21:31,"0,235s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:31,2018-10-22 09:21:32,"0,092s",PASSED
Statement - ts = java.lang.System.currentTimeMillis() / 1000,Chrome 70.0.3538.67,,2018-10-22 09:21:32,2018-10-22 09:21:32,"0,017s",PASSED
Statement - tsAsString = ts.toString(),Chrome 70.0.3538.67,,2018-10-22 09:21:32,2018-10-22 09:21:32,"0,003s",PASSED
setText,Chrome 70.0.3538.67,,2018-10-22 09:21:32,2018-10-22 09:21:33,"1,515s",PASSED
"Statement - AccountName = ""QAA test Katalon - "" + tsAsString",Chrome 70.0.3538.67,,2018-10-22 09:21:33,2018-10-22 09:21:33,"0,001s",PASSED
selectOptionByValue,Chrome 70.0.3538.67,,2018-10-22 09:21:33,2018-10-22 09:21:33,"0,156s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:33,2018-10-22 09:21:33,"0,121s",PASSED
click,Chrome 70.0.3538.67,,2018-10-22 09:21:33,2018-10-22 09:21:34,"0,197s",PASSED
verifyElementText,Chrome 70.0.3538.67,,2018-10-22 09:21:34,2018-10-22 09:21:34,"0,772s",PASSED
verifyElementText,Chrome 70.0.3538.67,,2018-10-22 09:21:34,2018-10-22 09:21:34,"0,043s",PASSED
verifyElementText,Chrome 70.0.3538.67,,2018-10-22 09:21:34,2018-10-22 09:21:34,"0,059s",PASSED
