Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API smoke,,,2018-10-24 21:47:54,2018-10-24 21:48:01,"6,214s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:55,2018-10-24 21:47:56,"1,158s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:56,2018-10-24 21:47:56,"0,365s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:56,2018-10-24 21:47:56,"0,024s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:56,2018-10-24 21:47:56,"0,084s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:56,2018-10-24 21:47:56,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:56,2018-10-24 21:47:56,"0,003s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:56,2018-10-24 21:47:57,"0,302s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,244s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,003s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,109s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,071s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,004s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,076s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,053s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,109s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,073s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,074s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,048s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,074s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,050s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,088s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,058s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,003s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,083s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,059s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:57,2018-10-24 21:47:57,"0,005s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:57,2018-10-24 21:47:58,"0,084s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:57,2018-10-24 21:47:58,"0,053s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,080s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,054s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,177s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,154s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,077s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,050s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,157s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,134s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,179s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,156s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,004s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:47:58,2018-10-24 21:47:58,"0,081s",PASSED
