Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API,,,2018-10-24 18:27:20,2018-10-24 18:27:24,"4,555s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:20,2018-10-24 18:27:21,"0,750s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,252s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,035s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,067s",FAILED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,050s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,003s",FAILED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,164s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,147s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,003s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,078s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,063s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,004s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,077s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,064s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,002s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,061s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,049s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,002s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,076s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,059s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,003s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,065s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:21,2018-10-24 18:27:21,"0,003s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:21,2018-10-24 18:27:22,"0,096s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,014s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,066s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,055s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,002s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,069s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,004s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,067s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,054s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,002s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,152s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [URLE:URLE]))",,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,142s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,001s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 18:27:22,2018-10-24 18:27:22,"0,057s",PASSED
