Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API smoke,,,2018-10-24 21:52:14,2018-10-24 21:52:19,"5,120s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:14,2018-10-24 21:52:15,"0,706s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,220s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,018s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,096s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,054s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,006s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,157s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,120s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,003s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,095s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,049s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:15,2018-10-24 21:52:15,"0,004s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:15,2018-10-24 21:52:16,"0,076s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,051s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,080s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,053s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,004s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,074s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,049s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,086s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,062s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,073s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,050s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,087s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,058s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,067s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,048s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,068s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,050s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,134s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,113s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,133s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,113s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:16,2018-10-24 21:52:16,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:16,2018-10-24 21:52:17,"0,196s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:16,2018-10-24 21:52:17,"0,161s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,193s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,171s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,004s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,119s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,078s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,069s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,047s",PASSED
verifyResponseStatusCode,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 21:52:17,2018-10-24 21:52:17,"0,069s",PASSED
