Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API,,,2018-10-24 17:04:30,2018-10-24 17:04:32,"2,040s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 17:04:30,2018-10-24 17:04:31,"1,055s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [Prefix:Prefix, URL:URLE]))",,,2018-10-24 17:04:31,2018-10-24 17:04:31,"0,307s",PASSED
verifyResponseStatusCode,,,2018-10-24 17:04:31,2018-10-24 17:04:31,"0,055s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 17:04:31,2018-10-24 17:04:32,"0,138s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [Prefix:Prefix, URL:URLE]))",,,2018-10-24 17:04:31,2018-10-24 17:04:32,"0,086s",PASSED
verifyResponseStatusCode,,,2018-10-24 17:04:32,2018-10-24 17:04:32,"0,007s",PASSED
,,,,,,
Test Cases/API/API smoke,,,2018-10-24 17:04:32,2018-10-24 17:04:32,"0,090s",PASSED
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API test, [Prefix:Prefix, URL:URLE]))",,,2018-10-24 17:04:32,2018-10-24 17:04:32,"0,054s",PASSED
verifyResponseStatusCode,,,2018-10-24 17:04:32,2018-10-24 17:04:32,"0,003s",PASSED
