Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
API smoke,,,2018-10-24 18:39:15,2018-10-24 18:39:21,"5,096s",ERROR
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:16,2018-10-24 18:39:17,"0,785s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:16,2018-10-24 18:39:17,"0,273s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,005s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,119s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,049s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,192s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,167s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,078s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,076s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,056s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,087s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,066s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,071s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,052s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:17,2018-10-24 18:39:17,"0,000s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:17,2018-10-24 18:39:18,"0,075s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:17,2018-10-24 18:39:18,"0,054s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,001s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,074s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,057s",PASSED
verifyResponseStatusCode,,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,002s",PASSED
,,,,,,
Test Cases/API/API test,,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,078s",ERROR
"Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(APIs/API request, [URLE:URLE]))",,,2018-10-24 18:39:18,2018-10-24 18:39:18,"0,058s",PASSED
