Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoke,Chrome 70.0.3538.77,,2018-11-13 10:18:26,2018-11-13 10:18:43,"16,897s",PASSED
,,,,,,
Test Cases/Logins test,Chrome 70.0.3538.77,,2018-11-13 10:18:27,2018-11-13 10:18:37,"9,856s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-13 10:18:27,2018-11-13 10:18:33,"6,048s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 10:18:33,2018-11-13 10:18:35,"1,618s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 10:18:35,2018-11-13 10:18:35,"0,305s",PASSED
click,Chrome 70.0.3538.77,,2018-11-13 10:18:35,2018-11-13 10:18:35,"0,146s",PASSED
verifyElementVisible,Chrome 70.0.3538.77,,2018-11-13 10:18:35,2018-11-13 10:18:37,"1,168s",PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-11-13 10:18:37,2018-11-13 10:18:37,"0,137s",PASSED
,,,,,,
Test Cases/Logins test,Chrome 70.0.3538.77,,2018-11-13 10:18:37,2018-11-13 10:18:43,"6,539s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-13 10:18:37,2018-11-13 10:18:40,"3,069s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 10:18:40,2018-11-13 10:18:41,"1,574s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 10:18:41,2018-11-13 10:18:42,"0,207s",PASSED
click,Chrome 70.0.3538.77,,2018-11-13 10:18:42,2018-11-13 10:18:42,"0,110s",PASSED
verifyElementVisible,Chrome 70.0.3538.77,,2018-11-13 10:18:42,2018-11-13 10:18:43,"1,387s",PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-11-13 10:18:43,2018-11-13 10:18:43,"0,170s",PASSED
